number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_model_summary,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_relative_deterioration,state
373,0.27125720965425737,2025-05-07 08:17:06.330168,2025-05-07 08:17:10.334404,0 days 00:00:04.004236,0.020052531632046396,64,0.2,8,140,4.522439158190244e-06,20,0.0027066187070085017,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.27125720965425737],0.42095591918249514,COMPLETE
374,0.024494000339892685,2025-05-07 08:17:06.473766,2025-05-07 08:17:08.991179,0 days 00:00:02.517413,0.02047705315049772,24,0.2,8,140,2.246838212583162e-06,20,0.0050925354989870796,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[0.024494000339892685],0.09074130730849268,COMPLETE
375,-0.4931941267946991,2025-05-07 08:17:07.672423,2025-05-07 08:17:10.640247,0 days 00:00:02.967824,0.020429141461737136,128,0.2,8,140,2.0073676743043083e-06,20,0.00530674160181745,3,2,sgd,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.4931941267946991],0.6205345688918186,COMPLETE
376,0.005533340734237391,2025-05-07 08:17:07.975877,2025-05-07 08:17:10.548329,0 days 00:00:02.572452,0.021521675656527395,128,0.2,24,160,2.1608769997598864e-06,55,0.005199576752853832,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.005533340734237391],0.21604984676942887,COMPLETE
377,-0.09710947724921715,2025-05-07 08:17:08.999023,2025-05-07 08:17:11.088460,0 days 00:00:02.089437,0.029324608739965174,120,0.2,24,160,1.4910153938526386e-06,53,0.0031295274677176042,3,2,sgd,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[-0.09710947724921715],0.6450890970078557,COMPLETE
378,-0.4348691144515757,2025-05-07 08:17:09.896604,2025-05-07 08:17:12.826516,0 days 00:00:02.929912,0.029814277530809147,120,0.2,8,160,1.2148209926737858e-06,30,0.0027149242259787536,3,2,sgd,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.4348691144515757],0.47243175308475405,COMPLETE
379,-0.509541261401242,2025-05-07 08:17:10.342956,2025-05-07 08:17:11.517433,0 days 00:00:01.174477,0.021411162170519926,64,0.2,12,140,6.6780324653505986e-06,33,0.0016763077267947988,3,2,sgd,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[-0.509541261401242],0.3768709069314226,COMPLETE
380,0.0883345516432027,2025-05-07 08:17:10.556052,2025-05-07 08:17:14.973880,0 days 00:00:04.417828,0.019188351244235274,64,0.2,12,140,4.109127977958482e-06,33,0.0017044312081299074,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.0883345516432027],0.31812510142802836,COMPLETE
381,0.31366176554853953,2025-05-07 08:17:10.650101,2025-05-07 08:17:15.069140,0 days 00:00:04.419039,0.01936970723347939,120,0.2,12,140,4.305650245463826e-06,33,0.002000938898439055,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.31366176554853953],0.36653594520244376,COMPLETE
382,0.3354588567653536,2025-05-07 08:17:11.096449,2025-05-07 08:17:16.375463,0 days 00:00:05.279014,0.017632715770474663,56,0.2,12,140,5.050177390157379e-06,33,0.0018959133261831798,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.3354588567653536],0.4123661373190185,COMPLETE
383,-0.043727443842739744,2025-05-07 08:17:11.525565,2025-05-07 08:17:16.145047,0 days 00:00:04.619482,0.01936728627253791,72,0.2,8,140,3.304027083338048e-06,30,0.00013419658316455714,3,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.043727443842739744],0.42465878303162785,COMPLETE
384,0.10987459040763314,2025-05-07 08:17:12.835027,2025-05-07 08:17:16.196941,0 days 00:00:03.361914,0.019767096102115224,72,0.2,12,140,2.718367689034313e-06,27,0.0020654239005736736,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.10987459040763314],0.3330360357683046,COMPLETE
385,0.16492245580667653,2025-05-07 08:17:14.982257,2025-05-07 08:17:19.615592,0 days 00:00:04.633335,0.019496462529298392,64,0.2,4,140,5.428600140576406e-05,14,0.002035506048077673,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.16492245580667653],0.46969516949669576,COMPLETE
386,-0.15851904419048513,2025-05-07 08:17:15.080302,2025-05-07 08:17:17.676668,0 days 00:00:02.596366,0.022325403659050197,72,0.2,52,140,5.166126700892498e-06,113,0.0018658275234112996,3,2,adam,"{'neurons_per_layer_encoder': [52, 104], 'neurons_per_layer_decoder': [104, 52, 26]}",52,,"[104, 52, 26]","[52, 104]",[-0.15851904419048513],-0.45889840144019206,COMPLETE
387,0.0278869557882232,2025-05-07 08:17:16.152576,2025-05-07 08:17:18.850152,0 days 00:00:02.697576,0.01755857389261577,64,0.2,112,140,5.299154362910677e-06,233,0.001842690957733194,3,2,adam,"{'neurons_per_layer_encoder': [112, 224], 'neurons_per_layer_decoder': [224, 112, 56]}",112,,"[224, 112, 56]","[112, 224]",[0.0278869557882232],-0.30073168098372766,COMPLETE
388,-0.09539843569051065,2025-05-07 08:17:16.212631,2025-05-07 08:17:18.993754,0 days 00:00:02.781123,0.017302100346805644,120,0.2,68,140,4.387456471165515e-06,250,0.0019229546275652382,3,2,adam,"{'neurons_per_layer_encoder': [68, 136], 'neurons_per_layer_decoder': [136, 68, 34]}",68,,"[136, 68, 34]","[68, 136]",[-0.09539843569051065],-0.04428862610072607,COMPLETE
389,-0.01810154949103504,2025-05-07 08:17:16.383827,2025-05-07 08:17:19.840934,0 days 00:00:03.457107,0.017963073865408675,120,0.2,16,140,4.775616592368188e-06,36,0.0018691780166400788,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.01810154949103504],0.291606544007175,COMPLETE
390,-0.16405001195301838,2025-05-07 08:17:17.685022,2025-05-07 08:17:20.269199,0 days 00:00:02.584177,0.01754813552741795,56,0.2,16,140,4.609465885096463e-06,36,0.0012204037974207925,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.16405001195301838],0.24725041472446588,COMPLETE
391,0.31344841354285846,2025-05-07 08:17:18.858076,2025-05-07 08:17:22.395415,0 days 00:00:03.537339,0.017733916849048213,48,0.2,16,140,4.474783675841506e-06,36,0.0021916865305502747,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.31344841354285846],0.4396953342285699,COMPLETE
392,0.23635338015354057,2025-05-07 08:17:19.002601,2025-05-07 08:17:22.949517,0 days 00:00:03.946916,0.018055032108607993,56,0.2,16,140,4.247035762200664e-06,36,0.002116679113486129,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.23635338015354057],0.2777867461828904,COMPLETE
393,-0.023150924135208806,2025-05-07 08:17:19.624981,2025-05-07 08:17:22.540387,0 days 00:00:02.915406,0.017328951294000704,120,0.2,16,140,5.586040671262043e-06,36,0.0012628931451691395,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.023150924135208806],0.4846118234104347,COMPLETE
394,0.006468277957747182,2025-05-07 08:17:19.849034,2025-05-07 08:17:22.665681,0 days 00:00:02.816647,0.015835403613332827,56,0.2,16,140,4.645199953683785e-06,36,0.002341767477274178,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.006468277957747182],0.1783177852857761,COMPLETE
395,-0.0582050801643994,2025-05-07 08:17:20.277512,2025-05-07 08:17:23.530563,0 days 00:00:03.253051,0.01898516877632549,48,0.2,16,140,5.648089328858901e-06,36,0.0015541410714281028,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.0582050801643994],0.17771244666394237,COMPLETE
396,0.23442980586720963,2025-05-07 08:17:22.404102,2025-05-07 08:17:25.303173,0 days 00:00:02.899071,0.018562415570208275,48,0.2,24,140,4.1964988398967446e-06,56,0.0022536219065113277,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.23442980586720963],0.275560810204215,COMPLETE
397,0.2762365136549383,2025-05-07 08:17:22.548437,2025-05-07 08:17:26.662291,0 days 00:00:04.113854,0.015895321455508503,56,0.2,24,140,3.902839318711237e-06,57,0.001564145758079036,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.2762365136549383],0.22747156754457035,COMPLETE
398,-0.17852783562352537,2025-05-07 08:17:22.673506,2025-05-07 08:17:25.376699,0 days 00:00:02.703193,0.018502116591833713,48,0.2,24,140,3.962737550413775e-06,58,0.002336402953647988,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[-0.17852783562352537],0.0182524621445716,COMPLETE
399,-0.009261898933037305,2025-05-07 08:17:22.958358,2025-05-07 08:17:25.921885,0 days 00:00:02.963527,0.016330985784589976,56,0.2,24,140,3.6955457688302706e-06,56,0.0014483830375418827,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[-0.009261898933037305],0.06615225487475315,COMPLETE
400,0.21704427671488358,2025-05-07 08:17:23.538257,2025-05-07 08:17:28.227454,0 days 00:00:04.689197,0.016524927335778046,128,0.2,24,140,3.9324543366860226e-06,67,0.002227171492739727,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.21704427671488358],0.21326743402801174,COMPLETE
401,-0.07089980984709121,2025-05-07 08:17:25.311080,2025-05-07 08:17:27.766471,0 days 00:00:02.455391,0.016227888950758093,48,0.2,28,140,7.3302366373364215e-06,62,0.002391744199312734,3,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28, 14]}",28,,"[56, 28, 14]","[28, 56]",[-0.07089980984709121],0.12602086338144383,COMPLETE
402,0.02065745650228612,2025-05-07 08:17:25.384524,2025-05-07 08:17:28.702695,0 days 00:00:03.318171,0.020968694320421193,40,0.2,20,140,3.793391194662842e-06,44,0.0015147878977165357,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[0.02065745650228612],0.14676376016894807,COMPLETE
403,-0.0227027575490657,2025-05-07 08:17:25.929779,2025-05-07 08:17:28.570571,0 days 00:00:02.640792,0.021030892536094952,40,0.2,12,120,6.496182378765126e-06,33,0.0022834446305624303,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[-0.0227027575490657],0.33886499806430603,COMPLETE
404,0.0005849139498276257,2025-05-07 08:17:26.670529,2025-05-07 08:17:29.220160,0 days 00:00:02.549631,0.013967527529956909,40,0.2,36,140,5.9747672656694645e-06,80,0.0017709588191566303,3,2,adam,"{'neurons_per_layer_encoder': [36, 72], 'neurons_per_layer_decoder': [72, 36, 18]}",36,,"[72, 36, 18]","[36, 72]",[0.0005849139498276257],0.22709165012107185,COMPLETE
405,-0.17122434319655544,2025-05-07 08:17:27.774570,2025-05-07 08:17:30.361140,0 days 00:00:02.586570,0.015101738275878707,40,0.2,36,140,5.677394485556408e-06,80,0.002440356066081775,3,2,adam,"{'neurons_per_layer_encoder': [36, 72], 'neurons_per_layer_decoder': [72, 36, 18]}",36,,"[72, 36, 18]","[36, 72]",[-0.17122434319655544],-0.34258188692954455,COMPLETE
406,0.07098466904655432,2025-05-07 08:17:28.236069,2025-05-07 08:17:31.604899,0 days 00:00:03.368830,0.017051002693183395,48,0.2,12,140,5.425585875294123e-06,33,0.0015715761917253202,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.07098466904655432],0.333029287299173,COMPLETE
407,-0.8392051358738253,2025-05-07 08:17:28.578533,2025-05-07 08:17:30.575484,0 days 00:00:01.996951,0.015717811060388012,48,0.2,36,140,4.817382533185136e-06,117,0.0018515515284286113,3,2,adadelta,"{'neurons_per_layer_encoder': [36, 72], 'neurons_per_layer_decoder': [72, 36, 18]}",36,,"[72, 36, 18]","[36, 72]",[-0.8392051358738253],0.46905408784004066,COMPLETE
408,-1.0620093242673292,2025-05-07 08:17:28.710717,2025-05-07 08:17:30.685336,0 days 00:00:01.974619,0.01724708842846946,48,0.2,8,140,5.046816588138622e-06,22,0.0017338655150591418,3,2,adadelta,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-1.0620093242673292],0.5506462283360557,COMPLETE
409,-0.6867649640117044,2025-05-07 08:17:29.227778,2025-05-07 08:17:31.526976,0 days 00:00:02.299198,0.015547039037786184,56,0.2,8,140,5.109822231938083e-06,23,0.0019407655373102697,3,2,adadelta,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8]}",8,,"[16, 8, 8]","[8, 16]",[-0.6867649640117044],0.48735000750019336,COMPLETE
410,-0.6452515670788901,2025-05-07 08:17:30.369778,2025-05-07 08:17:32.609511,0 days 00:00:02.239733,0.015324133593231802,56,0.2,12,140,4.4430024948979045e-06,35,0.0017400505907844773,3,2,adadelta,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[-0.6452515670788901],0.594005516666035,COMPLETE
411,0.33287853475757223,2025-05-07 08:17:30.583398,2025-05-07 08:17:34.337973,0 days 00:00:03.754575,0.017030652377429817,64,0.2,12,140,3.6992222186404526e-06,35,0.0025509823816141056,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.33287853475757223],0.4488944888276622,COMPLETE
412,0.3249459510668319,2025-05-07 08:17:30.693158,2025-05-07 08:17:35.245223,0 days 00:00:04.552065,0.014741270267220571,56,0.2,12,140,4.464699111177356e-06,35,0.0026233324471083026,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.3249459510668319],0.3490011136328554,COMPLETE
413,0.07073223261898276,2025-05-07 08:17:31.535114,2025-05-07 08:17:34.498782,0 days 00:00:02.963668,0.09818174356445615,56,0.1,12,120,3.6020321220720726e-06,28,0.002657298181100608,3,2,adam,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[0.07073223261898276],-0.11320254221437889,COMPLETE
414,-0.0980274237688803,2025-05-07 08:17:31.614214,2025-05-07 08:17:34.226139,0 days 00:00:02.611925,0.01461200384339173,32,0.2,20,140,3.289699246987872e-06,58,0.0027126122699886682,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.0980274237688803],0.10557935884924627,COMPLETE
415,0.11940330891764062,2025-05-07 08:17:32.617993,2025-05-07 08:17:35.659219,0 days 00:00:03.041226,0.014315071984694817,56,0.2,20,120,3.4589286255079504e-06,49,0.002624580783061046,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[0.11940330891764062],0.27194081104934276,COMPLETE
416,0.020889064558566317,2025-05-07 08:17:34.234579,2025-05-07 08:17:37.745303,0 days 00:00:03.510724,0.02273225910616964,56,0.2,4,120,3.6633152357816382e-06,13,0.00263701751160805,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.020889064558566317],0.434814769665266,COMPLETE
417,0.2591206414399866,2025-05-07 08:17:34.347093,2025-05-07 08:17:38.866706,0 days 00:00:04.519613,0.08145426798723086,56,0.2,4,120,4.6031871969622235e-06,13,0.0025652599130520145,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.2591206414399866],0.49993420080241957,COMPLETE
418,-0.046660696623133546,2025-05-07 08:17:34.506456,2025-05-07 08:17:37.381249,0 days 00:00:02.874793,0.018368698760445328,64,0.2,4,140,4.718211086338783e-06,13,0.0024738539497062358,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[-0.046660696623133546],0.41959399571248923,COMPLETE
419,-0.10723017135200585,2025-05-07 08:17:35.253621,2025-05-07 08:17:37.851339,0 days 00:00:02.597718,0.0164918457185872,56,0.2,20,140,3.938004278366501e-06,45,7.338062884099743e-05,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.10723017135200585],0.45302469998361106,COMPLETE
420,0.004464591518389072,2025-05-07 08:17:35.667091,2025-05-07 08:17:38.654031,0 days 00:00:02.986940,0.01666338067224418,56,0.2,4,140,3.8348681413474655e-06,12,0.00219007535740552,3,2,adam,"{'neurons_per_layer_encoder': [4, 8], 'neurons_per_layer_decoder': [8, 8, 8]}",4,,"[8, 8, 8]","[4, 8]",[0.004464591518389072],0.43434475205707634,COMPLETE
421,0.2825860010314343,2025-05-07 08:17:37.389352,2025-05-07 08:17:42.641869,0 days 00:00:05.252517,0.013988952259239728,56,0.2,28,140,3.075534718591028e-06,63,0.0020993126874072976,3,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28, 14]}",28,,"[56, 28, 14]","[28, 56]",[0.2825860010314343],0.027750716104087438,COMPLETE
422,-0.10907741854375219,2025-05-07 08:17:37.754291,2025-05-07 08:17:40.779549,0 days 00:00:03.025258,0.01609497925658467,48,0.2,20,140,3.0358373581075118e-06,45,0.002146583463805268,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[-0.10907741854375219],0.05221930421281645,COMPLETE
423,-0.032657545507230434,2025-05-07 08:17:37.863961,2025-05-07 08:17:40.794985,0 days 00:00:02.931024,0.012002459228879986,64,0.2,140,140,4.2421785471926915e-06,289,0.0020575368297761636,3,2,adam,"{'neurons_per_layer_encoder': [140, 280], 'neurons_per_layer_decoder': [280, 140, 70]}",140,,"[280, 140, 70]","[140, 280]",[-0.032657545507230434],-0.5653351831684784,COMPLETE
424,-0.0989995704859048,2025-05-07 08:17:38.661887,2025-05-07 08:17:41.364849,0 days 00:00:02.702962,0.014062219380499804,64,0.2,16,140,3.0760753277379055e-06,37,0.00206893085716324,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.0989995704859048],0.30376261265942023,COMPLETE
425,0.23447446901191127,2025-05-07 08:17:38.875140,2025-05-07 08:17:44.013865,0 days 00:00:05.138725,0.014647407312349158,64,0.2,28,140,8.12005486730194e-06,62,0.0005627680795124982,3,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28, 14]}",28,,"[56, 28, 14]","[28, 56]",[0.23447446901191127],0.306624326511787,COMPLETE
426,0.03266392384003336,2025-05-07 08:17:40.802415,2025-05-07 08:17:43.324150,0 days 00:00:02.521735,0.014410498156581837,56,0.2,28,140,5.707044763813825e-06,62,0.002984755737473189,2,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28]}",28,,"[56, 28]","[28, 56]",[0.03266392384003336],-0.31160866353809846,COMPLETE
427,-0.06381486069490161,2025-05-07 08:17:40.810500,2025-05-07 08:17:43.124769,0 days 00:00:02.314269,0.013685316636402508,56,0.2,28,140,6.487305260926533e-06,65,0.0013807919018821075,2,2,adam,"{'neurons_per_layer_encoder': [28, 56], 'neurons_per_layer_decoder': [56, 28]}",28,,"[56, 28]","[28, 56]",[-0.06381486069490161],-0.013381951457055464,COMPLETE
428,-0.047394904644326274,2025-05-07 08:17:41.372445,2025-05-07 08:17:43.462325,0 days 00:00:02.089880,0.07328014318919743,56,0.2,12,140,4.168446057698795e-06,35,0.0029803056380015365,3,2,sgd,"{'neurons_per_layer_encoder': [12, 24], 'neurons_per_layer_decoder': [24, 12, 8]}",12,,"[24, 12, 8]","[12, 24]",[-0.047394904644326274],0.6196717030911406,COMPLETE
429,-0.3138741738379691,2025-05-07 08:17:42.650775,2025-05-07 08:17:44.626022,0 days 00:00:01.975247,0.0144965858463462,56,0.2,24,140,2.898126464152635e-06,54,0.0005417172152319955,2,2,sgd,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24]}",24,,"[48, 24]","[24, 48]",[-0.3138741738379691],0.6421973853242434,COMPLETE
430,-0.5775293584451948,2025-05-07 08:17:43.132324,2025-05-07 08:17:44.586334,0 days 00:00:01.454010,0.015064415866768006,56,0.30000000000000004,32,140,3.207807896623725e-06,265,0.0017122233765264482,3,4,sgd,"{'neurons_per_layer_encoder': [32, 64, 128, 256], 'neurons_per_layer_decoder': [256, 128, 64]}",32,,"[256, 128, 64]","[32, 64, 128, 256]",[-0.5775293584451948],0.6122762395015269,COMPLETE
431,-0.569060065236084,2025-05-07 08:17:43.331905,2025-05-07 08:17:45.473900,0 days 00:00:02.141995,0.013009208831845729,48,0.2,28,140,3.1947688689639794e-06,332,0.0019773075559772007,3,4,sgd,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56]}",28,,"[224, 112, 56]","[28, 56, 112, 224]",[-0.569060065236084],0.47252359419956025,COMPLETE
432,0.05638981587460301,2025-05-07 08:17:43.470908,2025-05-07 08:17:47.026423,0 days 00:00:03.555515,0.014730284128187533,48,0.2,28,140,2.6940608025808385e-06,354,0.0016910912855468024,3,4,adam,"{'neurons_per_layer_encoder': [28, 56, 112, 224], 'neurons_per_layer_decoder': [224, 112, 56]}",28,,"[224, 112, 56]","[28, 56, 112, 224]",[0.05638981587460301],0.173741398215876,COMPLETE
433,-0.11234608088380194,2025-05-07 08:17:44.023210,2025-05-07 08:17:47.517583,0 days 00:00:03.494373,0.013451352894815636,56,0.2,24,140,3.260922968521302e-06,203,0.0019236674717423977,3,4,adam,"{'neurons_per_layer_encoder': [24, 48, 96, 192], 'neurons_per_layer_decoder': [192, 96, 48]}",24,,"[192, 96, 48]","[24, 48, 96, 192]",[-0.11234608088380194],0.07989769972263094,COMPLETE
434,0.03952691358471305,2025-05-07 08:17:44.594060,2025-05-07 08:17:47.336484,0 days 00:00:02.742424,0.01736778296339215,48,0.2,24,80,3.5953626848161045e-06,60,0.002044602745417499,3,2,adam,"{'neurons_per_layer_encoder': [24, 48], 'neurons_per_layer_decoder': [48, 24, 12]}",24,,"[48, 24, 12]","[24, 48]",[0.03952691358471305],0.3157286532446934,COMPLETE
435,0.129550406333252,2025-05-07 08:17:44.635585,2025-05-07 08:17:47.922288,0 days 00:00:03.286703,0.01358458161870577,48,0.2,44,140,2.649030462152598e-06,97,0.0019779110329703354,3,2,adam,"{'neurons_per_layer_encoder': [44, 88], 'neurons_per_layer_decoder': [88, 44, 22]}",44,,"[88, 44, 22]","[44, 88]",[0.129550406333252],-0.049161149898963474,COMPLETE
436,0.21053033443247304,2025-05-07 08:17:45.482233,2025-05-07 08:17:49.004436,0 days 00:00:03.522203,0.017292791485297932,48,0.2,20,140,2.6825626607752033e-06,51,0.0023134216243120803,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[0.21053033443247304],0.23180206538387185,COMPLETE
437,0.14514594524372437,2025-05-07 08:17:47.034634,2025-05-07 08:17:50.092868,0 days 00:00:03.058234,0.05840155730659057,56,0.2,20,200,2.408261675611912e-06,45,0.0023341514277512992,3,2,adam,"{'neurons_per_layer_encoder': [20, 40], 'neurons_per_layer_decoder': [40, 20, 10]}",20,,"[40, 20, 10]","[20, 40]",[0.14514594524372437],0.1310298650372156,COMPLETE
438,0.3741414084762936,2025-05-07 08:17:47.344554,2025-05-07 08:17:53.141757,0 days 00:00:05.797203,0.013132348950121307,56,0.2,16,200,2.4896118928320297e-06,36,0.002368538152106413,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[0.3741414084762936],0.3086413119197216,COMPLETE
439,-0.00605366395456608,2025-05-07 08:17:47.526243,2025-05-07 08:17:50.025379,0 days 00:00:02.499136,0.10523641218638384,64,0.2,16,200,2.315095621910277e-06,40,0.007983530157157763,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.00605366395456608],0.006704253035724176,COMPLETE
440,-0.9777279743748348,2025-05-07 08:17:47.930557,2025-05-07 08:17:50.076689,0 days 00:00:02.146132,0.012251724502439455,56,0.2,16,200,2.4018917538353793e-06,51,0.0002199863863269239,3,2,adam,"{'neurons_per_layer_encoder': [16, 32], 'neurons_per_layer_decoder': [32, 16, 8]}",16,,"[32, 16, 8]","[16, 32]",[-0.9777279743748348],0.47794903467632305,COMPLETE
