number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_drop_out_rate,params_encoder_neurons_layer_1,params_epochs,params_lambda,params_latent_dim,params_learning_rate,params_num_layers_decoder,params_num_layers_encoder,params_optimizer,user_attrs_encoder_decoder_config,user_attrs_first_layer_neurons,user_attrs_neurons_per_layer_decoder,user_attrs_neurons_per_layer_encoder,user_attrs_r2_feature_1,user_attrs_r2_feature_2,user_attrs_r2_feature_3,user_attrs_relative_deterioration,state
840,0.6206774387914413,0.6673266937853264,0.359418083428071,2024-12-23 22:31:06.498573,2024-12-23 22:31:16.746066,0 days 00:00:10.247493,0.08331019370778482,32,0.1,84,100,1.5385758314176703e-05,712,0.00013043238771150433,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.6206774387914413],[0.6673266937853264],[0.359418083428071],0.5799885304197783,COMPLETE
841,0.6480112700936846,0.5953850963377603,0.22295742847554256,2024-12-23 22:31:09.132466,2024-12-23 22:31:21.242164,0 days 00:00:12.109698,0.07641085523194979,32,0.1,84,100,1.3038644711897166e-05,1912,0.000129308284529107,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.6480112700936846],[0.5953850963377603],[0.22295742847554256],0.501951903459419,COMPLETE
842,-0.4872731530934502,-1.4644711279449223,-0.23179442274473838,2024-12-23 22:31:09.856097,2024-12-23 22:31:12.686810,0 days 00:00:02.830713,0.07782708571284486,32,0.1,84,100,1.5223091206063343e-05,744,0.00012827996658614212,3,4,sgd,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[-0.4872731530934502],[-1.4644711279449223],[-0.23179442274473838],0.26436377170926656,COMPLETE
843,-0.0832471938504844,-3.3233577312146387,-0.26169678021645915,2024-12-23 22:31:11.916738,2024-12-23 22:31:15.015731,0 days 00:00:03.098993,0.08586719683238757,32,0.1,76,100,1.1995129490741166e-06,1112,0.00015809459100062895,3,4,sgd,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.0832471938504844],[-3.3233577312146387],[-0.26169678021645915],-0.08874412794521243,COMPLETE
844,-0.4368525292215901,-1.3098909074928882,-0.11010501530604633,2024-12-23 22:31:12.147110,2024-12-23 22:31:15.409682,0 days 00:00:03.262572,0.08270718313618215,32,0.30000000000000004,76,100,1.2984384068623763e-05,1112,0.00016430669717129934,3,4,sgd,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.4368525292215901],[-1.3098909074928882],[-0.11010501530604633],0.32326375895758874,COMPLETE
845,-0.5123068879281276,-0.6589922872574372,-0.029315660456243897,2024-12-23 22:31:12.694650,2024-12-23 22:31:20.342411,0 days 00:00:07.647761,0.08634482049281042,32,0.30000000000000004,76,100,1.3113785915999898e-05,1112,7.391658941670669e-05,3,4,adadelta,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.5123068879281276],[-0.6589922872574372],[-0.029315660456243897],0.42407357072018514,COMPLETE
846,-0.7744615351883533,0.002308866585115088,-0.14128700987636722,2024-12-23 22:31:14.604477,2024-12-23 22:31:22.918091,0 days 00:00:08.313614,0.08469586576534958,32,0.30000000000000004,76,100,1.1750742086796282e-05,1128,0.00010332362321509661,3,4,adadelta,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.7744615351883533],[0.002308866585115088],[-0.14128700987636722],0.3818046284467524,COMPLETE
847,-0.057510911376517315,-1.0264446138966195,-0.0362954484429141,2024-12-23 22:31:15.024384,2024-12-23 22:31:22.087214,0 days 00:00:07.062830,0.06991270112698887,32,0.30000000000000004,80,100,4.392430796455688e-05,680,0.00010299607371252851,3,4,adadelta,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[-0.057510911376517315],[-1.0264446138966195],[-0.0362954484429141],0.6679759001864664,COMPLETE
848,-1.6225476120707385,-0.15669941271053123,-0.08335126258384995,2024-12-23 22:31:15.417996,2024-12-23 22:31:20.673912,0 days 00:00:05.255916,0.07114702403717334,32,0.1,80,100,1.2814556002725548e-05,1080,7.284417363176669e-05,3,4,adadelta,"{'neurons_per_layer_encoder': [80, 160, 320, 640], 'neurons_per_layer_decoder': [640, 320, 160]}",80,"[640, 320, 160]","[80, 160, 320, 640]",[-1.6225476120707385],[-0.15669941271053123],[-0.08335126258384995],0.32879410272971316,COMPLETE
849,-0.06129534754192356,-1.0557942595801957,-0.2269543558489806,2024-12-23 22:31:16.756007,2024-12-23 22:31:20.532778,0 days 00:00:03.776771,0.07422538010430406,32,0.4,80,100,1.1582644546686704e-05,216,0.0001065141748752198,3,1,adadelta,"{'neurons_per_layer_encoder': [80], 'neurons_per_layer_decoder': [80, 40, 20]}",80,"[80, 40, 20]",[80],[-0.06129534754192356],[-1.0557942595801957],[-0.2269543558489806],0.2570731655769449,COMPLETE
850,-1.3341214453358181,-1.643511417989914,-0.039528621815230425,2024-12-23 22:31:20.352732,2024-12-23 22:31:24.988662,0 days 00:00:04.635930,0.05655096912397094,32,0.1,72,100,4.331228697810812e-05,648,1.5050360583585404e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[-1.3341214453358181],[-1.643511417989914],[-0.039528621815230425],0.4980796239868301,COMPLETE
851,0.6208114488017693,0.6181008910724074,0.15228716224641947,2024-12-23 22:31:20.541728,2024-12-23 22:31:31.585612,0 days 00:00:11.043884,0.036036530027552575,32,0.1,72,100,7.265039563378058e-06,648,8.235683995070931e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.6208114488017693],[0.6181008910724074],[0.15228716224641947],0.327726711934364,COMPLETE
852,0.48357268120634533,0.5288586832423459,0.16597770122390532,2024-12-23 22:31:20.686343,2024-12-23 22:31:34.707738,0 days 00:00:14.021395,0.056639743244385005,32,0.1,124,100,7.415606947449698e-06,2600,1.5993481165331812e-05,3,4,adam,"{'neurons_per_layer_encoder': [124, 248, 496, 992], 'neurons_per_layer_decoder': [992, 496, 248]}",124,"[992, 496, 248]","[124, 248, 496, 992]",[0.48357268120634533],[0.5288586832423459],[0.16597770122390532],0.45765605552859595,COMPLETE
853,0.6135673298764199,0.6859736652094655,0.25009676324555696,2024-12-23 22:31:21.251663,2024-12-23 22:31:32.228476,0 days 00:00:10.976813,0.07024435320748827,32,0.1,68,100,4.38477135347411e-05,680,8.425447533093214e-05,3,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",68,"[544, 272, 136]","[68, 136, 272, 544]",[0.6135673298764199],[0.6859736652094655],[0.25009676324555696],0.7610617636981669,COMPLETE
854,0.545808554991434,0.16634139819231242,0.43920213513742157,2024-12-23 22:31:22.095019,2024-12-23 22:31:41.325901,0 days 00:00:19.230882,0.19907529811421154,32,0.1,212,100,7.622011941018587e-06,1720,1.5590830552916435e-05,3,4,adam,"{'neurons_per_layer_encoder': [212, 424, 848, 1696], 'neurons_per_layer_decoder': [1696, 848, 424]}",212,"[1696, 848, 424]","[212, 424, 848, 1696]",[0.545808554991434],[0.16634139819231242],[0.43920213513742157],0.6128819920883156,COMPLETE
855,0.5835661841125848,0.6876468337006767,0.031826494056567234,2024-12-23 22:31:22.927494,2024-12-23 22:31:35.336280,0 days 00:00:12.408786,0.05752737826134254,32,0.1,72,100,7.708550475136126e-06,632,8.393364927186766e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.5835661841125848],[0.6876468337006767],[0.031826494056567234],0.2494550506077725,COMPLETE
856,0.5728914746696543,0.5997386860600931,0.4746984796886964,2024-12-23 22:31:24.997349,2024-12-23 22:31:38.114589,0 days 00:00:13.117240,0.06915943028165802,32,0.1,72,100,1.8930252530065642e-05,680,8.179171924101722e-05,3,4,adam,"{'neurons_per_layer_encoder': [72, 144, 288, 576], 'neurons_per_layer_decoder': [576, 288, 144]}",72,"[576, 288, 144]","[72, 144, 288, 576]",[0.5728914746696543],[0.5997386860600931],[0.4746984796886964],0.6274984377348245,COMPLETE
857,0.6485408393979673,0.3537173811513079,0.46563950505547125,2024-12-23 22:31:31.595986,2024-12-23 22:31:44.013856,0 days 00:00:12.417870,0.05958029938854742,32,0.1,68,100,0.0003344196713436858,1064,8.495210606934158e-05,3,4,adam,"{'neurons_per_layer_encoder': [68, 136, 272, 544], 'neurons_per_layer_decoder': [544, 272, 136]}",68,"[544, 272, 136]","[68, 136, 272, 544]",[0.6485408393979673],[0.3537173811513079],[0.46563950505547125],0.9611311990050773,COMPLETE
858,-0.2748260448176052,-1.1176045430968342,-0.1270697120152946,2024-12-23 22:31:32.240336,2024-12-23 22:31:36.474970,0 days 00:00:04.234634,0.19057957287309635,104,0.1,60,100,1.9560409144655784e-06,320,0.00010097776762429161,3,2,adam,"{'neurons_per_layer_encoder': [60, 120], 'neurons_per_layer_decoder': [120, 60, 30]}",60,"[120, 60, 30]","[60, 120]",[-0.2748260448176052],[-1.1176045430968342],[-0.1270697120152946],-0.16569868317672407,COMPLETE
859,0.6383333076146592,0.49892507185306967,0.19405415810702364,2024-12-23 22:31:34.715689,2024-12-23 22:31:50.480127,0 days 00:00:15.764438,0.013273419302465327,40,0.1,60,100,2.066359524970176e-06,2440,0.0028827825668234887,3,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",60,"[960, 480, 240]","[60, 120, 240, 480, 960]",[0.6383333076146592],[0.49892507185306967],[0.19405415810702364],-0.43169792905024285,COMPLETE
860,0.4522534750937093,0.6571643687913717,0.3324640698343456,2024-12-23 22:31:35.345062,2024-12-23 22:31:52.023514,0 days 00:00:16.678452,0.18977165830312212,40,0.1,60,100,2.084960689997187e-06,2456,0.00010816987017079696,3,5,adam,"{'neurons_per_layer_encoder': [60, 120, 240, 480, 960], 'neurons_per_layer_decoder': [960, 480, 240]}",60,"[960, 480, 240]","[60, 120, 240, 480, 960]",[0.4522534750937093],[0.6571643687913717],[0.3324640698343456],-0.020065457292047863,COMPLETE
861,0.6905513746018499,0.7214235622152221,0.38286993279639137,2024-12-23 22:31:36.484015,2024-12-23 22:32:03.592593,0 days 00:00:27.108578,0.1996138030468588,32,0.1,96,100,1.5015585974488053e-06,1560,0.0001134834435762371,3,5,adam,"{'neurons_per_layer_encoder': [96, 192, 384, 768, 1536], 'neurons_per_layer_decoder': [1536, 768, 384]}",96,"[1536, 768, 384]","[96, 192, 384, 768, 1536]",[0.6905513746018499],[0.7214235622152221],[0.38286993279639137],0.19781623453148328,COMPLETE
862,0.42838025798649837,0.2996096159700763,0.24052262995681417,2024-12-23 22:31:38.125104,2024-12-23 22:32:40.237033,0 days 00:01:02.111929,0.07959073525196185,40,0.1,212,100,9.402742827346162e-05,3432,0.00011124007858998575,3,5,adam,"{'neurons_per_layer_encoder': [212, 424, 848, 1696, 3392], 'neurons_per_layer_decoder': [3392, 1696, 848]}",212,"[3392, 1696, 848]","[212, 424, 848, 1696, 3392]",[0.42838025798649837],[0.2996096159700763],[0.24052262995681417],0.9665785807944572,COMPLETE
863,0.4960318249737249,0.4399554901609346,0.30768391142686713,2024-12-23 22:31:41.336293,2024-12-23 22:32:50.534257,0 days 00:01:09.197964,0.1992627785979201,40,0.1,244,100,2.2844450572978045e-06,3944,0.0005401163922132873,3,5,adam,"{'neurons_per_layer_encoder': [244, 488, 976, 1952, 3904], 'neurons_per_layer_decoder': [3904, 1952, 976]}",244,"[3904, 1952, 976]","[244, 488, 976, 1952, 3904]",[0.4960318249737249],[0.4399554901609346],[0.30768391142686713],0.30100651024341385,COMPLETE
864,0.4281165459479892,0.37003641485715044,0.29470265284097563,2024-12-23 22:31:44.027279,2024-12-23 22:32:39.497929,0 days 00:00:55.470650,0.013752608686413969,40,0.1,184,100,2.262020811172658e-06,2984,0.00011188413581122165,3,5,adam,"{'neurons_per_layer_encoder': [184, 368, 736, 1472, 2944], 'neurons_per_layer_decoder': [2944, 1472, 736]}",184,"[2944, 1472, 736]","[184, 368, 736, 1472, 2944]",[0.4281165459479892],[0.37003641485715044],[0.29470265284097563],0.19787707917173858,COMPLETE
865,0.31460069017374537,0.3016729663107022,0.1741802909332365,2024-12-23 22:31:50.499096,2024-12-23 22:32:16.111385,0 days 00:00:25.612289,0.1880238906322145,40,0.4,96,100,1.7189505195624398e-06,808,0.00011084644286574659,3,4,adam,"{'neurons_per_layer_encoder': [96, 192, 384, 768], 'neurons_per_layer_decoder': [768, 384, 192]}",96,"[768, 384, 192]","[96, 192, 384, 768]",[0.31460069017374537],[0.3016729663107022],[0.1741802909332365],0.3278546855104997,COMPLETE
866,0.3144260925726863,0.4791588712244811,0.32715695062195227,2024-12-23 22:31:52.034950,2024-12-23 22:32:19.779963,0 days 00:00:27.745013,0.1662762435126097,32,0.4,92,100,1.7479628308157775e-06,776,0.0001117933912708916,3,4,adam,"{'neurons_per_layer_encoder': [92, 184, 368, 736], 'neurons_per_layer_decoder': [736, 368, 184]}",92,"[736, 368, 184]","[92, 184, 368, 736]",[0.3144260925726863],[0.4791588712244811],[0.32715695062195227],0.4735081134972957,COMPLETE
867,0.6621636169747478,0.6962023803497921,0.46024311096336223,2024-12-23 22:32:03.612608,2024-12-23 22:32:30.306858,0 days 00:00:26.694250,0.09175625210045106,32,0.1,84,100,1.4679951879515386e-06,776,7.135388699524809e-05,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.6621636169747478],[0.6962023803497921],[0.46024311096336223],0.21876414788255047,COMPLETE
868,0.674880504795478,0.6167749752575207,0.36152062922290296,2024-12-23 22:32:16.121538,2024-12-23 22:32:42.066177,0 days 00:00:25.944639,0.09331213815611698,32,0.1,84,100,2.6064949588541176e-06,744,7.074838978551067e-05,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.674880504795478],[0.6167749752575207],[0.36152062922290296],0.17103292778188678,COMPLETE
869,0.6957781209133513,0.5558671113614174,0.393143697914759,2024-12-23 22:32:19.791464,2024-12-23 22:32:44.120034,0 days 00:00:24.328570,0.08034824577178604,32,0.1,84,100,2.6344384129929993e-06,1800,0.0005068931916392739,3,4,adam,"{'neurons_per_layer_encoder': [84, 168, 336, 672], 'neurons_per_layer_decoder': [672, 336, 168]}",84,"[672, 336, 168]","[84, 168, 336, 672]",[0.6957781209133513],[0.5558671113614174],[0.393143697914759],-0.15098164639176273,COMPLETE
870,-0.42121818117794874,-0.4924574555913086,-0.08275397866137246,2024-12-23 22:32:30.317642,2024-12-23 22:32:45.776221,0 days 00:00:15.458579,0.08045080433659793,128,0.1,76,100,2.428952750395027e-06,1080,4.6707337519731746e-05,3,4,adam,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.42121818117794874],[-0.4924574555913086],[-0.08275397866137246],-0.9387299698218982,COMPLETE
871,-1.1576980152704417,-1.0330180672394897,-0.17119127033636983,2024-12-23 22:32:39.516595,2024-12-23 22:32:44.718869,0 days 00:00:05.202274,0.19875562887232606,32,0.1,76,100,2.731974757275497e-06,1016,3.380616211971576e-05,3,4,sgd,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-1.1576980152704417],[-1.0330180672394897],[-0.17119127033636983],0.1270931717672385,COMPLETE
872,-0.3070983044071558,-1.299666781519715,-0.1735146502112066,2024-12-23 22:32:40.250678,2024-12-23 22:32:45.093955,0 days 00:00:04.843277,0.180645553757863,32,0.1,76,100,2.5272966367637743e-06,1016,4.7571458041947764e-05,3,4,sgd,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.3070983044071558],[-1.299666781519715],[-0.1735146502112066],0.21140238248833484,COMPLETE
873,-1.1840100141497292,-2.8649355150916183,-0.5456854057970859,2024-12-23 22:32:42.080445,2024-12-23 22:32:46.907237,0 days 00:00:04.826792,0.17878821959139019,32,0.1,76,100,5.777362577632215e-05,1080,0.0005014084509821159,3,4,sgd,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-1.1840100141497292],[-2.8649355150916183],[-0.5456854057970859],0.46284457343655117,COMPLETE
874,-0.495401999389669,-0.9649112518546967,-0.22968522246403578,2024-12-23 22:32:44.131263,2024-12-23 22:32:48.531126,0 days 00:00:04.399863,0.06255752369640798,128,0.1,76,100,2.936257609168708e-06,1000,9.625463452608977e-05,3,4,sgd,"{'neurons_per_layer_encoder': [76, 152, 304, 608], 'neurons_per_layer_decoder': [608, 304, 152]}",76,"[608, 304, 152]","[76, 152, 304, 608]",[-0.495401999389669],[-0.9649112518546967],[-0.22968522246403578],0.23670763249324986,COMPLETE
875,0.4402999772706566,0.43065498753823406,0.292276666907926,2024-12-23 22:32:44.729253,2024-12-23 22:32:51.188764,0 days 00:00:06.459511,0.19977270091794255,32,0.1,68,100,2.3268427335596167e-06,106,9.491488484283418e-05,3,1,adam,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17]}",68,"[68, 34, 17]",[68],[0.4402999772706566],[0.43065498753823406],[0.292276666907926],0.008744943098458588,COMPLETE
876,-0.9982376795158974,-1.7246760742596479,-0.09640611542269872,2024-12-23 22:32:45.103139,2024-12-23 22:32:50.348525,0 days 00:00:05.245386,0.19977585996118177,32,0.1,68,100,0.0003826642558420633,90,9.35596525990744e-05,5,1,adam,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8, 8]}",68,"[68, 34, 17, 8, 8]",[68],[-0.9982376795158974],[-1.7246760742596479],[-0.09640611542269872],0.3176024250598646,COMPLETE
877,-0.4676888813721656,-0.5986866310361887,0.0863707484049312,2024-12-23 22:32:45.785590,2024-12-23 22:32:52.322770,0 days 00:00:06.537180,0.014713858937181393,32,0.2,68,100,1.0738307975295119e-05,106,9.626697837273693e-05,4,1,adam,"{'neurons_per_layer_encoder': [68], 'neurons_per_layer_decoder': [68, 34, 17, 8]}",68,"[68, 34, 17, 8]",[68],[-0.4676888813721656],[-0.5986866310361887],[0.0863707484049312],-0.03696398522109839,COMPLETE
878,0.30789159996075754,-0.24869549358564136,0.05719686590831885,2024-12-23 22:32:46.920760,2024-12-23 22:32:53.539678,0 days 00:00:06.618918,0.06714592512563962,32,0.1,148,100,3.6793088284476856e-06,432,2.0034023455573504e-05,5,2,adam,"{'neurons_per_layer_encoder': [148, 296], 'neurons_per_layer_decoder': [296, 148, 74, 37, 18]}",148,"[296, 148, 74, 37, 18]","[148, 296]",[0.30789159996075754],[-0.24869549358564136],[0.05719686590831885],0.09380151853686514,COMPLETE
879,0.6137352669546795,0.6678482801556722,0.15347904955656266,2024-12-23 22:32:48.542491,2024-12-23 22:32:55.443352,0 days 00:00:06.900861,0.0655573972791677,32,0.1,152,100,3.672785224521041e-06,888,9.327206131066999e-05,4,2,adam,"{'neurons_per_layer_encoder': [152, 304], 'neurons_per_layer_decoder': [304, 152, 76, 38]}",152,"[304, 152, 76, 38]","[152, 304]",[0.6137352669546795],[0.6678482801556722],[0.15347904955656266],0.21151447231765738,COMPLETE
880,-0.26541013511050826,-0.5700072396939204,0.009348442654343536,2024-12-23 22:32:50.360014,2024-12-23 22:32:54.583031,0 days 00:00:04.223017,0.01496784218439814,56,0.2,8,100,3.944114031487282e-06,17,0.00014257472191045114,4,2,adam,"{'neurons_per_layer_encoder': [8, 16], 'neurons_per_layer_decoder': [16, 8, 8, 8]}",8,"[16, 8, 8, 8]","[8, 16]",[-0.26541013511050826],[-0.5700072396939204],[0.009348442654343536],-0.21952888226516223,COMPLETE
881,-0.5089153623791973,-0.8432183573964942,-0.5377317533452721,2024-12-23 22:32:50.544864,2024-12-23 22:32:53.462743,0 days 00:00:02.917879,0.1884317694829543,32,0.1,68,100,1.0045314589730256e-06,304,2.0724811923362415e-05,4,2,adam,"{'neurons_per_layer_encoder': [68, 136], 'neurons_per_layer_decoder': [136, 68, 34, 17]}",68,"[136, 68, 34, 17]","[68, 136]",[-0.5089153623791973],[-0.8432183573964942],[-0.5377317533452721],-0.062138837580781654,COMPLETE
882,0.29298300746807293,-0.05189112002748941,0.3536514349843274,2024-12-23 22:32:51.196611,2024-12-23 22:32:57.351740,0 days 00:00:06.155129,0.16876209045647822,48,0.1,164,100,3.7577554102782843e-06,944,0.0001410896667748417,4,2,adam,"{'neurons_per_layer_encoder': [164, 328], 'neurons_per_layer_decoder': [328, 164, 82, 41]}",164,"[328, 164, 82, 41]","[164, 328]",[0.29298300746807293],[-0.05189112002748941],[0.3536514349843274],-0.608109506283995,COMPLETE
