trial_id,neurons_encoder,latent_dim,neurons_decoder
471,"[52, 104, 208, 416]",584,"[416, 208]"
472,"[32, 64, 128, 256]",376,"[256, 128]"
473,"[76, 152, 304, 608]",632,"[608, 304]"
474,"[32, 64, 128, 256]",376,"[256, 128]"
475,"[76, 152, 304, 608]",632,"[608, 304]"
476,"[32, 64, 128, 256]",376,"[256, 128]"
477,[80],184,"[80, 40]"
478,[80],168,"[80, 40]"
479,[172],404,"[172, 86]"
480,"[44, 88, 176, 352]",776,"[352, 176]"
481,"[172, 344, 688, 1376]",1400,"[1376, 688]"
482,"[44, 88, 176, 352]",568,"[352, 176]"
483,"[4, 8, 16, 32]",51,"[32, 16]"
484,"[44, 88, 176, 352]",776,"[352, 176]"
485,"[44, 88, 176, 352]",552,"[352, 176]"
486,"[48, 96, 192, 384]",840,"[384, 192, 96, 48]"
487,"[48, 96, 192, 384]",856,"[384, 192, 96, 48]"
488,"[48, 96, 192, 384]",840,"[384, 192, 96, 48]"
489,"[40, 80, 160, 320]",728,"[320, 160, 80, 40]"
490,"[40, 80, 160, 320]",744,"[320, 160, 80, 40]"
491,"[36, 72, 144, 288]",680,"[288, 144, 72, 36]"
492,"[24, 48, 96, 192]",296,"[192, 96, 48, 24]"
493,"[60, 120, 240, 480]",1112,"[480, 240, 120, 60]"
494,"[60, 120, 240, 480]",1112,[480]
495,"[60, 120, 240, 480]",1128,[480]
496,"[56, 112, 224, 448]",1064,[448]
497,"[60, 120, 240, 480]",1144,[480]
498,"[56, 112]",248,[112]
499,"[64, 128, 256, 512]",1176,[512]
500,"[52, 104]",240,[104]
501,"[140, 280, 560, 1120]",2072,[1120]
502,"[216, 432, 864, 1728]",3464,"[1728, 864, 432]"
503,"[216, 432, 864, 1728]",3624,"[1728, 864, 432]"
504,"[140, 280, 560, 1120]",2056,"[1120, 560, 280]"
505,"[40, 80, 160, 320]",552,"[320, 160, 80]"
506,"[184, 368, 736, 1472]",1496,"[1472, 736, 368, 184, 92]"
507,"[152, 304, 608, 1216]",2328,"[1216, 608, 304, 152, 76]"
